ANIO,MES,FECHA,FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,S_RESIDENCIAL_E,S_NO_RESIDENCIAL_E,S_TOTAL_E
2015,09,15SEP2015,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,594,632","106,633","1,701,265"
2015,10,15OCT2015,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,632,017","107,256","1,739,273"
2015,11,15NOV2015,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,665,103","111,621","1,776,724"
2015,12,15DEC2015,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,718,877","112,089","1,830,966"
2016,01,15JAN2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,763,127","117,661","1,880,788"
2016,02,15FEB2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,779,418","122,166","1,901,584"
2016,03,15MAR2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,797,194","127,386","1,924,580"
2016,04,15APR2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,803,650","130,973","1,934,623"
2016,05,15MAY2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,817,510","136,080","1,953,590"
2016,06,15JUN2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,835,104","141,445","1,976,549"
2016,07,15JUL2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,848,220","143,916","1,992,136"
2016,08,15AUG2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,885,920","148,838","2,034,758"
2016,09,15SEP2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,958,461","153,960","2,112,421"
2016,10,15OCT2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"1,988,480","157,701","2,146,181"
2016,11,15NOV2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,001,095","160,182","2,161,277"
2016,12,15DEC2016,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,061,591","162,412","2,224,003"
2017,01,15JAN2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,090,900","165,472","2,256,372"
2017,02,15FEB2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,097,798","169,869","2,267,667"
2017,03,15MAR2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,128,315","174,218","2,302,533"
2017,04,15APR2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,143,433","176,537","2,319,970"
2017,05,15MAY2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,183,832","179,929","2,363,761"
2017,06,15JUN2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,227,613","184,996","2,412,609"
2017,07,15JUL2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,248,556","187,702","2,436,258"
2017,08,15AUG2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,291,167","193,775","2,484,942"
2017,09,15SEP2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,314,359","199,456","2,513,815"
2017,10,15OCT2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,339,516","204,641","2,544,157"
2017,11,15NOV2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,365,664","210,768","2,576,432"
2017,12,15DEC2017,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,412,332","212,709","2,625,041"
2018,01,15JAN2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,458,909","217,613","2,676,522"
2018,02,15FEB2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,480,743","220,792","2,701,535"
2018,03,15MAR2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,512,975","222,640","2,735,615"
2018,04,15APR2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,534,382","227,922","2,762,304"
2018,05,15MAY2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,559,826","231,201","2,791,027"
2018,06,15JUN2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,579,551","236,316","2,815,867"
2018,07,15JUL2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,593,435","236,429","2,829,864"
2018,08,15AUG2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,623,206","241,205","2,864,411"
2018,09,15SEP2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,649,293","244,494","2,893,787"
2018,10,15OCT2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,651,966","246,225","2,898,191"
2018,11,15NOV2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,657,034","250,031","2,907,065"
2018,12,15DEC2018,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,690,846","251,557","2,942,403"
2019,01,15JAN2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,707,297","253,095","2,960,392"
2019,02,15FEB2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,695,160","251,960","2,947,120"
2019,03,15MAR2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,701,121","252,518","2,953,639"
2019,04,15APR2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,678,752","250,039","2,928,791"
2019,05,15MAY2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,683,442","251,484","2,934,926"
2019,06,15JUN2019,100418,"MEGA CABLE, S.A. DE C.V.",C378,MEGACABLE,G008,MEGACABLE-MCM,"2,714,559","255,285","2,969,844"
2013,01,15JAN2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"430,111","47,478","477,589"
2013,02,15FEB2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"424,804","47,689","472,493"
2013,03,15MAR2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"421,110","47,842","468,952"
2013,04,15APR2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"420,096","48,580","468,676"
2013,05,15MAY2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"419,149","50,102","469,251"
2013,06,15JUN2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"418,575","51,731","470,306"
2013,07,15JUL2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"420,024","53,572","473,596"
2013,08,15AUG2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"424,124","55,674","479,798"
2013,09,15SEP2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"424,477","57,385","481,862"
2013,10,15OCT2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"428,360","59,918","488,278"
2013,11,15NOV2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"431,517","62,231","493,748"
2013,12,15DEC2013,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"431,886","63,611","495,497"
2014,01,15JAN2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"435,962","65,694","501,656"
2014,02,15FEB2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"435,530","67,481","503,011"
2014,03,15MAR2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"434,347","69,023","503,370"
2014,04,15APR2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"434,236","70,344","504,580"
2014,05,15MAY2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"434,599","71,806","506,405"
2014,06,15JUN2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"432,895","72,996","505,891"
2014,07,15JUL2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"431,530","74,235","505,765"
2014,08,15AUG2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"430,842","75,320","506,162"
2014,09,15SEP2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"429,499","76,233","505,732"
2014,10,15OCT2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"428,138","77,558","505,696"
2014,11,15NOV2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"424,766","78,183","502,949"
2014,12,15DEC2014,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"418,260","78,260","496,520"
2015,01,15JAN2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"411,870","78,699","490,569"
2015,02,15FEB2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"403,564","79,066","482,630"
2015,03,15MAR2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"396,485","79,458","475,943"
2015,04,15APR2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"390,951","79,425","470,376"
2015,05,15MAY2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"384,768","79,711","464,479"
2015,06,15JUN2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"378,681","80,013","458,694"
2015,07,15JUL2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"373,343","80,235","453,578"
2015,08,15AUG2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"368,973","80,669","449,642"
2015,09,15SEP2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"365,676","80,742","446,418"
2015,10,15OCT2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"361,282","86,913","448,195"
2015,11,15NOV2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"357,019","81,693","438,712"
2015,12,15DEC2015,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G001,AXTEL,"352,268","86,209","438,477"
2016,01,15JAN2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"349,457","92,854","442,311"
2016,02,15FEB2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"345,693","91,841","437,534"
2016,03,15MAR2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"342,225","91,934","434,159"
2016,04,15APR2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"338,956","91,993","430,949"
2016,05,15MAY2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"335,477","92,228","427,705"
2016,06,15JUN2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"332,882","92,531","425,413"
2016,07,15JUL2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"330,596","93,445","424,041"
2016,08,15AUG2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"329,875","94,073","423,948"
2016,09,15SEP2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"329,449","94,710","424,159"
2016,10,15OCT2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"328,199","95,381","423,580"
2016,11,15NOV2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"326,122","95,833","421,955"
2016,12,15DEC2016,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"322,434","96,040","418,474"
2017,01,15JAN2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"318,876","96,446","415,322"
2017,02,15FEB2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"315,033","96,861","411,894"
2017,03,15MAR2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"310,846","97,167","408,013"
2017,04,15APR2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"305,928","97,334","403,262"
2017,05,15MAY2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"301,953","97,748","399,701"
2017,06,15JUN2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"297,396","97,508","394,904"
2017,07,15JUL2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"293,242","97,810","391,052"
2017,08,15AUG2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"289,615","98,154","387,769"
2017,09,15SEP2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"287,581","98,512","386,093"
2017,10,15OCT2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"286,138","99,010","385,148"
2017,11,15NOV2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"283,601","99,253","382,854"
2017,12,15DEC2017,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"281,822","99,374","381,196"
2018,01,15JAN2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"280,089","99,380","379,469"
2018,02,15FEB2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"275,503","99,310","374,813"
2018,03,15MAR2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"272,557","99,881","372,438"
2018,04,15APR2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"268,777","99,896","368,673"
2018,05,15MAY2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"264,252","99,627","363,879"
2018,06,15JUN2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"262,321","99,038","361,359"
2018,07,15JUL2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"259,387","81,357","340,744"
2018,08,15AUG2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"258,486","81,362","339,848"
2018,09,15SEP2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"257,203","81,489","338,692"
2018,10,15OCT2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"256,224","81,318","337,542"
2018,11,15NOV2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"254,104","81,181","335,285"
2018,12,15DEC2018,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"69,667","30,401","100,068"
2019,01,15JAN2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"9,971","6,334","16,305"
2019,02,15FEB2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"9,940","6,484","16,424"
2019,03,15MAR2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"9,813","6,545","16,358"
2019,04,15APR2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"14,133","9,426","23,559"
2019,05,15MAY2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"18,454","12,307","30,761"
2019,06,15JUN2019,100443,"AXTEL, S.A.B. DE C.V.",C055,AXTEL,G009,AXTEL,"17,248","11,503","28,751"
2013,01,15JAN2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"1,156",,"1,156"
2013,02,15FEB2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"7,384",,"7,384"
2013,03,15MAR2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"13,010",,"13,010"
2013,04,15APR2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"19,238",,"19,238"
2013,05,15MAY2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"25,265",,"25,265"
2013,06,15JUN2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"31,493",,"31,493"
2013,07,15JUL2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"37,520",,"37,520"
2013,08,15AUG2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"43,748",,"43,748"
2013,09,15SEP2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"46,469",,"46,469"
2013,10,15OCT2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"56,003",,"56,003"
2013,11,15NOV2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"62,231",,"62,231"
2013,12,15DEC2013,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"66,619",586,"67,205"
2014,01,15JAN2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"74,486",552,"75,038"
2014,02,15FEB2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"80,714",537,"81,251"
2014,03,15MAR2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"87,153",520,"87,673"
2014,04,15APR2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"93,318",460,"93,778"
2014,05,15MAY2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"101,316",449,"101,765"
2014,06,15JUN2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"107,890",441,"108,331"
2014,07,15JUL2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"115,361",418,"115,779"
2014,08,15AUG2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"121,732",405,"122,137"
2014,09,15SEP2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"129,018",395,"129,413"
2014,10,15OCT2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"135,782",395,"136,177"
2014,11,15NOV2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"142,772",395,"143,167"
2014,12,15DEC2014,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"149,536",395,"149,931"
2015,01,15JAN2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"156,526",395,"156,921"
2015,02,15FEB2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"163,515",395,"163,910"
2015,03,15MAR2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"169,828",395,"170,223"
2015,04,15APR2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"176,818",395,"177,213"
2015,05,15MAY2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"182,088",395,"182,483"
2015,06,15JUN2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"188,561",395,"188,956"
2015,07,15JUL2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"201,352",395,"201,747"
2015,08,15AUG2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"214,546",395,"214,941"
2015,09,15SEP2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"229,787",395,"230,182"
2015,10,15OCT2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"251,260",395,"251,655"
2015,11,15NOV2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"268,143",395,"268,538"
2015,12,15DEC2015,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"287,792",395,"288,187"
2016,01,15JAN2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"317,846",395,"318,241"
2016,02,15FEB2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"339,395",739,"340,134"
2016,03,15MAR2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"360,904","1,181","362,085"
2016,04,15APR2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"378,210","1,592","379,802"
2016,05,15MAY2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"393,008","2,008","395,016"
2016,06,15JUN2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"412,262","2,452","414,714"
2016,07,15JUL2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"428,608","25,610","454,218"
2016,08,15AUG2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"446,662","25,872","472,534"
2016,09,15SEP2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"469,909","26,144","496,053"
2016,10,15OCT2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"491,135","26,453","517,588"
2016,11,15NOV2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"510,096","26,600","536,696"
2016,12,15DEC2016,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"530,446","27,032","557,478"
2017,01,15JAN2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"548,873","27,408","576,281"
2017,02,15FEB2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"567,753","27,798","595,551"
2017,03,15MAR2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"591,149","28,139","619,288"
2017,04,15APR2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"607,758","28,387","636,145"
2017,05,15MAY2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"624,109","28,212","652,321"
2017,06,15JUN2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"645,751","28,904","674,655"
2017,07,15JUL2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"665,597","29,066","694,663"
2017,08,15AUG2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"693,483","29,804","723,287"
2017,09,15SEP2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"714,726","30,240","744,966"
2017,10,15OCT2017,100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,"736,087","30,892","766,979"
